name,semrush_profile,twitter,linkedin,facebook,instagram,website,job_title,summary,rank_name,alltime_rank_posts,alltime_rank_comments
Chris Lewis,https://www.semrush.com/user/173592129/,https://twitter.com/clewsclues/,https://www.linkedin.com/in/glassesandgraphs/,,,http://glassesandgraphs.com,Creative Strategy Supervisor at Fractl,"Chris Lewis is a Creative Strategy Supervisor at Fractl, a content marketing agency in Delray Beach, Florida. He spends his free time watching the Oakland A’s, hanging out with his dog Biscuit, and creating irreverent data visualizations about his everyday life.",Expert,107,0
Megan Morreale,https://www.semrush.com/user/169302817/,https://twitter.com/MeganRoseM/,https://www.linkedin.com/in/meganmorreale/,,,https://www.taboola.com,SR. Content Marketing Manager at Taboola,"Megan is Taboola's senior content marketing manager. She's worked with all types of technology companies in adtech, martech, HRtech and security. Storytelling, data, and distribution are her strengths. Tweet her at @MeganRoseM or follow her at meganmorreale.com/blog.",Expert,108,262
Ata Khan,https://www.semrush.com/user/174122097/,https://twitter.com/xoobo/,https://www.linkedin.com/in/5090872/,https://www.facebook.com/xoobo/,,https://xoobo.com,Chief Operating Officer at Xoobo,"Ata is Chief Operating Officer at Xoobo, a digital marketing agency on the bleeding edge of the industry. 

Ratcheting up what it means to be a marketing agency in today’s age, Xoobo’s goal is to bring clarity to the digital marketing space, empower businesses with the expertise and world-class services they need to grow, and foster long-lasting relationships with its client partners.",Pro,109,136
Sandeep Mallya,https://www.semrush.com/user/147165729/,https://twitter.com/sanmallya/,https://www.linkedin.com/in/sandeeppmallya/,https://www.facebook.com/99signalsblog/,https://www.instagram.com/99signals/,https://www.99signals.com/,"Founder at 99signals, Startup Cafe Digital","Sandeep Mallya is the Founder & CEO of Startup Cafe Digital, an award-winning digital marketing agency in Bangalore, India. He is an active member of the startup community, having worked with several early-stage startups and accelerators.

He also runs 99signals.com, a popular SEO and online marketing blog. He launched the blog in 2016 as a side project to document all the strategies, tools, and tactics he was using to grow his digital marketing agency. The goal was simple: to arm other solopreneurs with all the right information and tools they needed to launch a successful online business. 

Since then, 99signals has grown significantly and generates over $5,000 in side income each month. The blog currently features 200+ in-depth articles, how-to guides, and actionable tips on a wide range of marketing topics — from SEO and content marketing to social media marketing and affiliate marketing.",Pro,110,69
Anthony Bergs,https://www.semrush.com/user/146372113/,https://twitter.com/AnthonyBergs/,https://www.linkedin.com/in/anthonybergs/,https://www.facebook.com/anthony.bergs.official/,,https://writersperhour.com,Project Manager at Writers Per Hour,Anthony Bergs is a project manager at Writers Per Hour. He always keeps an eye on the marketing sector to implement the best innovations into the strategies that he builds. He’s always open for new connections and partnerships,Expert,111,204
John Reinesch,https://www.semrush.com/user/147317569/,https://twitter.com/johnreinesch/,https://www.linkedin.com/in/john-reinesch/,,,http://www.johnreinesch.com,SEM Strategist at Digital Marketing Consultant,"John Reinesch is a digital marketing consultant based out of Long Island NY. He specializes in SEO, PPC, and web analytics with experience that spans multiple verticals.",Pro,112,400
Vplayed,https://www.semrush.com/user/146443137/,https://twitter.com/vplayed/,https://www.linkedin.com/in/vplayed/,https://www.facebook.com/vplayed/,,https://www.vplayed.com/,A Complete Media Streaming Solution,"Vplayed is a media streaming solution providing platform specializes in delivering inordinately functioning projects with the primary focus being customisation as per the client requirements. The solution is built to accommodate any hosting server of the users choice on their premise or employ AWS amazon cloud service. The multiple monetization choices such as purchasable assets, pay-per-views, ads running and coupons/promotions accredits the content owners to make the most of their production value. With high-end security errands of end-to-end encryption, DRM access control, multiple screening processes, the apps and websites built are ensured from all kinds of illegal and copyright infringements.",Expert,113,1736
Garrett Mehrguth,https://www.semrush.com/user/148935233/,,,,,https://directiveconsulting.com/,CEO at Directive Consulting,"Garrett Mehrguth is the CEO of Directive Consulting and founder of Freshly Salted.

He has been published by Salesforce, Marketo, Moz, Convince and Convert, Marketing Land, Search Engine Land, SitePoint, Wordstream, and more. He has spoken at Digital Summit, SMX, State of Search, 3XE Digital, Share 16, MozCon Ignite, Big Digital, General Assembly, and others.",Pro,114,0
Kelechi Ibe,https://www.semrush.com/user/148380945/,https://twitter.com/coxmg/,https://www.linkedin.com/in/ibekelechi/,https://www.facebook.com/coxmediagroup/,,https://www.coxmediagroup.com,Digital Campaign Specialist at Cox Media Group,"Kelechi is a Digital Campaign Specialist at  Cox Media Group where he acts as a digital project manager and coordinator between Account Executives and the Central Ad Operations team. He is also a digital product expert for clients and the entire Cox Media Group sales team in San Antonio TX.

Aside from his background in SEO & information retrieval, he possesses a strong background in competitive analysis, website traffic analytics, text & sentiment analysis, data storytelling, data visualization and data analysis using business intelligence tools like Tableau, Power BI and Google Data Studio. 

Prior to Cox Media Group, he held position as the Digital Marketing Specialist at  Stirista where he brought his 7 years experience in creating, optimizing, managing, and reporting on the performance of all digital marketing campaigns on Google, Facebook, LinkedIn, Twitter, and Email.",Pro,115,12
Helvis Smoteks,https://www.semrush.com/user/147971217/,https://twitter.com/Linkody/,,https://www.facebook.com/Linkody-865951296865911/,,https://www.linkody.com/,Head of SEO at Linkody,"Helvis is an SEO-mastering, content-smithing marketer who spends his days at Linkody helping SEOs monitor their backlink data.",Expert,116,1209
Larry Kim,https://www.semrush.com/user/146840865/,https://twitter.com/@larrykim/,https://www.linkedin.com/in/larrykim/,https://www.facebook.com/ws.larrykim/,,https://mobilemonkey.com/,,"    In 2007, Larry founded WordStream, an innovative search marketing platform that enables even novice marketers to be successful at paid search. Today, WordStream is a multi-million-dollar company with thousands of customers worldwide and has earned industry accolades for both innovation and growth.
    Larry founded MobileMonkey in June 2017 along with a team of former WordStream Executives and still serves on WordStream's board of directors.
    He is widely considered one of the most influential experts and thought leaders in Digital Marketing today and was voted the most influential PPC expert in 2017, 2015, 2014 and 2013 according to the PPC Hero Blog. He has earned multiple industry awards and is frequently a featured speaker at industry events. He is a active on social media, a popular blogger, and speaker.",Pro,117,140
Manuel Martinez,https://www.semrush.com/user/147557857/,,,,,,iGaming SEO Strategist at Manuel Martinez SEO,"Multilingual SEO Strategist, specialised in iGaming. On https://manuelmartinez.biz I share my thoughts on SEO and Digital Marketing",Expert,118,0
Megan Totka,https://www.semrush.com/user/146099473/,,,,,,Chief Editor at ChamberofCommerce.com,"Megan Totka is the Chief Editor for ChamberofCommerce.com which helps small businesses grow their business on the web and facilitates connectivity between local businesses and more than 7,000 Chambers of Commerce worldwide. She specializes on the topic of small business tips and resources and business news. Megan has several years of experience on the topics of small business marketing, copywriting, SEO, online conversions and social media. Megan spends much of her time establishing new relationships for ChamberofCommerce.com, publishing weekly newsletters educating small business on the importance of web presence, and contributing to a number of publications on the web. Megan can be reached at megan@chamberofcommerce.com.",Pro,119,791
Anna Corbett,https://www.semrush.com/user/149141409/,,,,,,Head of Digital Marketing at Base Creative,"Originally from Germany, Anna is super efficient and logical, though she’s been softened by years of British politeness and queuing. For over 10 years, she’s devoured every scrap of knowledge about search marketing, and applies it daily as Head of Digital Marketing at Base Creative. Anna is obsessed with helping real businesses become more literate in online marketing. She likes to rant about the importance of search intent, user behaviour in search, and setting realistic and meaningful goals, so businesses no longer demand to appear at #1 in Google for every word in the dictionary. She co-authored the book 50 Days of Social Media, but doesn’t like to talk about it.",Expert,120,468
James William,https://www.semrush.com/user/146448273/,,,https://www.facebook.com/TheWristbandBuddy/,,https://www.wristbandbuddy.com,Sales Manager at WristbandBuddy,"James William completed MBA from La Salle University and now, is working as a sales manager in a wristband supplier company. He is also serving as a fundraiser consultant and helps in organizing charity events. Travelling, writing and playing chess are some of his hobbies. He is passionate about his job and always brings more success to the company with his careful efforts.",Expert,121,1249
Gabka Koscova,https://www.semrush.com/user/147485985/,https://twitter.com/gabkaa/,https://www.linkedin.com/in/gkrehelova/,,,,Marketing Manager at Spotibo,"I am Slovak girl, that is passionate about online marketing and SEO world. Other than that I love to travel and I am currently discovering the advantage of nomad lifestyle.",Expert,122,168
Lamar Hull,https://www.semrush.com/user/145674513/,https://twitter.com/lamarhull20/,https://www.linkedin.com/in/charlotteseoconsultant/,,,http://organiclicks.com/,"Founder at Organic Clicks, LLC","Lamar Hull is a SEO Expert from Charlotte NC and is the Founder of Organic Clicks, LLC . Organic Clicks, LLC is a digital marketing agency that specializes in local and organic search engine optimization. Organic Clicks, LLC provides other online marketing services, such as; social media marketing, PPC, email marketing, website design, link building, content creation and more. Get a FREE website consultation by contacting Lamar at contact@organiclicks.com or visiting https://organiclicks.com/.",Expert,123,4181
Tim Schmidt,https://www.semrush.com/user/145750529/,,,,,,,Tim Schmidt is an entrepreneur who has worked exclusively online since 2002. He teaches affiliate marketing at AffiliateU and also owns a Fort Lauderdale based SEO Agency.,Expert,124,0
David McDowell,https://www.semrush.com/user/148712481/,,https://www.linkedin.com/in/david-p-mcdowell/,,,https://www.wixseohaters.com/,Digital Marketing Team Lead at Liquid Interactive,"As the Digital Marketing Team Lead at Liquid, David oversees the activity of the Digital Marketing department, managing the processes and output across all service offerings including SEO, paid advertising, social media, marketing automation, and more.

He and his team are currently competing in the Wix SEO Competition",Expert,125,210
Hugh Benjamin ,https://www.semrush.com/user/145886545/,https://twitter.com/ithinkanidea/,https://www.linkedin.com/in/hughbenjamin/,https://www.facebook.com/ithinkanidea/,,http://www.ithinkanidea.com/,Director of Business Development at I Think An Idea Inc.,"Hugh Benjamin has been building start-ups for his whole career. He has a proven track record of growing companies from two employees to 200 using his unique brand of high-energy, responsible scaling strategies. Hugh currently runs PR & Business Development at I Think an Idea, an SEO and content agency in Los Angeles, California. I Think An Idea ( http://www.ithinkanidea.com ) has incorporated drone video content into social media campaigns and marketing for his clients.
On Social Media Marketing Panel @ IDE ( International Drone Event ) https://youtu.be/fDOhdDbKBW8",Expert,126,1218
Abby Reimer,https://www.semrush.com/user/186311377/,https://twitter.com/abbyreimermpls/,https://www.linkedin.com/in/abby-reimer/,,,,Senior SEO Analyst at Uproer,"Abby Reimer is a Senior SEO Analyst at Uproer, where she develops SEO and content strategies for ecommerce and technology clients. Her career dream is to make SEO more accessible for marketers of all experience levels. She believes wholeheartedly that better search results are better for everyone.",Expert,127,127
Christina Sanders,https://www.semrush.com/user/148843425/,https://twitter.com/ChristinaHSan/,,,,,SEO Manager at LucidPress,Currently manage SEO and content strategy for LucidPress. Previously a digital marketing agency girl.,Expert,128,2694
Tomer Harel,https://www.semrush.com/user/145696721/,,https://www.linkedin.com/in/tomerharel/,,,,CEO at KeyScouts,"Tomer Harel is founder and CEO of KeyScouts. He has been practicing Internet marketing for over a decade, helping hundreds of businesses to thrive online. Despite his extensive knowledge and years of hands-on experience, Tomer is always looking to learn more and be a little bit better every day at what he does.",Expert,129,0
Andrea Lehr,https://www.semrush.com/user/147301921/,https://twitter.com/AndreaMLehr/,https://www.linkedin.com/in/andrealehr/,,,,Brand Relationship Strategist at Fractl,"Andrea Lehr is a Brand Relationship Strategist at content marketing agency Fractl where she works alongside a team of creative strategists to produce unique, data-driven campaigns about industry trends. Connect with her on LinkedIn for daily updates on great content; follow her on Twitter for the GIFs.",Expert,130,974
Mark Miller,https://www.semrush.com/user/147151345/,https://twitter.com/MMtwopointfive/,https://www.linkedin.com/in/markjamesmillerjr/,,,https://marketproinc.com/category/hiring-advice-2,"Digital Marketing Manager at MarketPro, Inc.",I love helping marketers grow their careers and find new jobs with great employers! Lots of commentary on trends that affect marketers' careers and technology that impacts the world of recruitment and hiring. Don't tell anyone about my soft spot for pulpy sci-fi/fantasy or my bad habit of spending too much on fancy whiskey.,Expert,131,319
Ksenia Emelyanova,https://www.semrush.com/user/148235857/,,https://www.linkedin.com/in/ksenia-emelyanova-4272535a/,,,https://www.instagram.com/xen_em/,PR and Marketing Manager at X-Cart,"X-Cart copywriter, PR and Marketing manager, I came to eCommerce company in 2009 as a customer support assistant, went on to work as a Project manager in the Custom Development team to discover the needs of e-merchants and deliver the projects that meet their needs. This experience gave me deep understanding of how things work from both a developer's side and a user's point of view, and it really helps in creating the articles with love and care. Apart from eCommerce, I am a loving wife and mother, yogi and aerial hoop performer.",Expert,132,536
Dmitry Dragilev,https://www.semrush.com/user/145817537/,https://twitter.com/dragilev/,https://www.linkedin.com/in/dmitrydragilev/,,,https://www.criminallyprolific.com/,Founder at JustReachOut,"Two years ago Dmitry single-handedly grew a startup from zero to 40 million page views through SEO/PR outreach and got acquired by Google. Now he has translated his know-how into an SEO and PR coaching program PRThatConverts and a SaaS JustReachOut which is used by 4,000+ professionals and entrepreneurs to pitch relevant influencers and bloggers to gain exposure and traffic. In his spare time he documents his experiments on his blog CriminallyProlific.",Pro,133,100
Jesus Meca,https://www.semrush.com/user/150183089/,,https://www.linkedin.com/in/jesusmeca/,,,https://jesusmeca.net,Director of SEO and Growth at Real Focus Marketing,Jesus has been helping companies grow with SEO since 2011 and has helped bring 10’s of millions of dollars and 10’s of millions of organic visits to his clients.,Expert,134,526
Chintan Zalani,https://www.semrush.com/user/148799457/,https://twitter.com/chintanzalani/,https://www.linkedin.com/in/chintanzalani/,,,https://elitecontentmarketer.com,Content Marketer at Elite Content Marketer,Chintan is an ROI-focused content marketing consultant. Join him at Elite Content Marketer and learn how to grow your business through content.,Pro,135,85
Valentina Turchetti,https://www.semrush.com/user/145803665/,https://twitter.com/Valentina_85/,https://www.linkedin.com/in/valentinaturchetti/,https://www.facebook.com/yourdigitalweb/,https://www.instagram.com/yourdigitalweb/,http://www.yourdigitalweb.com/,SEO Content Expert & CoFounder @YourDigitalWeb at YourDigitalWeb,SEO Content Expert┃Author┃Speaker┃CoFounder YourDigitalWeb [SEO+Digital Agency]┃CoFounder Marketing Business Summit,Master,136,600
Thomas Swisher,https://www.semrush.com/user/146499553/,https://twitter.com/StructuredSEO/,https://www.linkedin.com/in/thomasswisher/,https://www.facebook.com/structuredseo/,,https://structuredseo.com/,Founder at Structured SEO,Thomas Swisher is the founder and SEO Consultant at StructuredSEO.com a Boise Idaho based SEO Company. His company offers white hat SEO services that focus on boosting organic traffic and increasing revenue.,Expert,137,340
Archana Dhankar,https://www.semrush.com/user/146526929/,https://twitter.com/archanadhankar/,https://www.linkedin.com/in/archanadhankar/,,,http://www.allthatclicks.com,Head of Marketing at Dynistics,"Marketing Professional, Brand Strategist, Performance & Digital Marketing Expert with 12 years of Industry Experience in Digital Marketing and Brand Management.",Expert,138,2249
Evan Facinger,https://www.semrush.com/user/164766529/,https://twitter.com/@EvanFacinger/,https://www.linkedin.com/in/evanfacinger/,,https://www.instagram.com/@EvanFacinger/,https://foremostmedia.com,Director Sales and Marketing at Foremost Media,"Evan is a digital marketer with over 10 years of experience. As a Director of Sales and Marketing at Foremost Media, he has a robust background that includes; Amazon optimization, Search Engine Optimization (SEO), Conversion Rate Optimization (CRO), Marketing Automation and Pay Per Click Management. He has helped hundreds of clients realize their business goals through digital marketing.",Pro,139,154
Chris Beck,https://www.semrush.com/user/145671345/,https://twitter.com/beckcr6/,,,,,Deloitte,"Chris Beck, a 2017 U.S. Search Award Winner and 11 time Landy Award/U.S. Search Award Finalist, is Senior Consultant for Deloitte and founder of Chris Beck SEO consulting. He has 8+ years of extensive experience and is very passionate about SEO and making clients more money. Connect with him on LinkedIn or email him at beckcr6@gmail.com for a free consultation.",Expert,140,2663
Chad Kodary,https://www.semrush.com/user/145785121/,https://twitter.com/socialagency1/,,https://www.facebook.com/socialagency1/,,http://www.socialagencyinc.com/,Chief Executive Officer at Social Agency,"Chad Kodary is the founder and CEO of Social Agency, a South Florida based web design and SEO agency. Servicing a wide variety of vertical markets, Chad and his team have successfully branded and optimized hundreds of businesses nationwide.

Over the years, Chad and his team have developed strategic partnership agreements with dozens of media based firms, which is part of the exponential growth of his company. Offering an effective SEO partner program, Chad and his team have created a white-labeled approach to outsourcing SEO.",Expert,141,375
Tobi Demuren,https://www.semrush.com/user/146115649/,,https://www.linkedin.com/in/tobi-demuren-594a7088/,https://www.facebook.com/tdemuren/,,,,Tobi Demuren is an entrepreneurial marketing professional and works as part of the Wonderful Creative team delivering marketing strategies for the world's largest brands.,Expert,142,0
Oliver Ewbank,https://www.semrush.com/user/145948705/,https://twitter.com/OliverEwbank/,,,,,,"Oliver Ewbank is a Google Certified Partner and Head of Global Digital at Feefo. Oliver’s digital marketing campaigns have won industry awards and his work has been featured in a variety of publications, including BBC News, SEMrush and Virgin Entrepreneur.",Expert,143,0
Stephen Gagnon,https://www.semrush.com/user/183063393/,https://twitter.com/codewebcanada/,https://www.linkedin.com/in/code-web-stephen-gagnon/,https://www.facebook.com/codewebcanada/,,https://codeweb.ca/,Company Director at Code Web,"I have been working within the world wide web as a digital marketer for approx. 6 years now. My favourite service is SEO. I'm continually learning better ways to rank my website as well as my clients' websites! When I'm not working or studying, I'm spending time with my family exploring random activities.",Pro,144,34
Dustin Christensen,https://www.semrush.com/user/148452481/,,,,,,Founder at Territory Supply Co.,"Content marketing + SEO specialist at JacksonWhite Law, dad to twins and runnin' things at Territory Supply Co.",Expert,145,0
Hunter Branch,https://www.semrush.com/user/148246065/,https://twitter.com/ranktree/,https://www.linkedin.com/in/www.linkedin.com/in/hunter-branch-528518109/,,,https://www.ranktree.net/,Founder at Rank Tree,"Hunter Branch is an SEO consultant and the founder of Rank Tree―an SEO agency that works with New York Times bestselling authors, personality-driven brands, and small businesses to generate traffic and leads from Google.",Pro,146,81
Alexander Porter,https://www.semrush.com/user/148352177/,https://twitter.com/AJP_Marketing/,https://www.linkedin.com/in/alexander-porter-942856115/,https://www.facebook.com/paperclipdigital/,https://www.instagram.com/paperclip_digital/,https://paperclipdigital.com.au/,Head of Copy and SEO Specialist at Paperclip Digital,"Alexander is Head of Copy and an experienced Digital Marketer at Paperclip Digital, Sydney's boutique agency providing big results.

Alexander is passionate about SEO, Social Media, and the power of language to strike consumers like lightning.",Pro,147,80
Ted Vrountas,https://www.semrush.com/user/146733745/,,,,,,Copywriter & Blog Writer at Instapage,"Ted Vrountas is an east coast transplant living in San Diego, whose background in psychology set him up for a career in persuasive copywriting. When he’s not teaching people how to build killer landing pages on the Instapage blog, he’s running, supporting his New England Patriots, and battling his addiction to California burritos.",Expert,148,0
Mo Harake,https://www.semrush.com/user/146362801/,,https://www.linkedin.com/in/mharake/,,,https://straydigital.com/,Managing Director at Stray Digital,"Mo Harake brings over 12 years of ecommerce and digital marketing experience leading brands like FIJI Water, 7Diamonds, Kill Cliff and venture-backed startups to his work as Managing Director of Stray Digital. For more on his approach to ecommerce, content marketing and growth hacking, visit him on LinkedIn or at the Stray Digital blog.",Expert,149,0
Kevin Gibbons,https://www.semrush.com/user/146413617/,https://twitter.com/kevgibbo/,https://www.linkedin.com/in/kevingibbons/,https://www.facebook.com/kevingibbonsuk/,https://www.instagram.com/kevgibbo/,http://www.kevingibbons.co.uk,CEO at Re:signal,"Kevin is founder and CEO at Re:signal, an SEO and content marketing agency in London - specialising in driving organic growth for ambitious brands.",Expert,150,0
Ying Lin,https://www.semrush.com/user/149281457/,,https://www.linkedin.com/in/ying-l-8b11a541/,,,https://dearcontent.com,Co-founder at Dear Content,"I'm an ex-journalist who's found new love in content marketing. In my spare time, I continue on my journey of learning everything there is to know about content marketing and am also on a secret conquest to find a solution to never having to cut my nails again.",Pro,151,1749
Scott Cohen,https://www.semrush.com/user/147157841/,https://twitter.com/scottcohen13/,https://www.linkedin.com/in/scottcohen13/,https://www.facebook.com/scottcohen13/,,https://inboxarmy.com/,VP of Marketing at InboxArmy,"Scott is the VP of Marketing at InboxArmy, full-service email marketing agency. He has been living and breathing email marketing since 2007. With both agency and client-side end-user experience, Scott brings a unique perspective to email marketing that combines best practices with real-world-tested strategy and tactics.",Expert,152,0
Rhys Davies,https://www.semrush.com/user/168375041/,https://twitter.com/searchable_UK/,https://www.linkedin.com/in/rhysdavies94/,https://www.facebook.com/searchableUK/,https://www.instagram.com/searchable_UK/,https://searchable.digital/,Managing Director at Searchable,"Rhys is the Founder and Managing Director of the independent digital marketing agency Searchable. 

Rhys gained his SEO expertise by working with small to large scale international businesses within almost every sector you can imagine, exposing him to all types of SEO issues which he had to overcome.

Over the past six years, Rhys has worked his way up the corporate ladder from an SEO apprentice to SEO account director, spanning across multiple fast-paced agencies, but recently decided it was time to start his own agency.

Throughout his career, Rhys has devised countless successful search strategies, leading him to win multiple B2C search awards for clients along with personal awards such as “Young Search Professional” during the European Search Awards in 2017.",Pro,153,59
Ian Lurie,https://www.semrush.com/user/145733921/,https://twitter.com/portentint/,,https://www.facebook.com/ian.lurie/,,,"CEO and Founder at Portent, Inc.","Marketer. Nerd. Search guy. Geek. Writer. Nerd. D&D Player. Ner... Redundant at this point, really.",Expert,154,393
Kristopher B. Jones,https://www.semrush.com/user/145790305/,https://twitter.com/krisjonescom/,https://www.linkedin.com/in/internetceo/,https://www.facebook.com/kbjcapital/,,http://www.krisjones.com/,Founder / CEO at LSEO.com,"Kristopher B. Jones, founder of LSEO.com, is a serial entrepreneur, angel investor, and best-selling author (over 100,000 books sold). Kris was the founder and former CEO of Pepperjam, which he sold to eBay (NASDAQ - EBAY) in 2009. Kris is the managing director of KBJ Capital and has invested in companies including appekapps.com, French Girls App, iFart, VigLink, OneQube, and SpecialGuestApp.com. Kris recently appeared alongside comedian / actor Damon Wayans, Jr on Apple first TV Show called Planet of the Apps where he secured $1.5M in venture capital.",Expert,155,4147
Ben Jacobson,https://www.semrush.com/user/146320305/,https://twitter.com/osbennn/,https://www.linkedin.com/in/osbennn/,,,http://about.me/osbennn,Chief Content Officer at InboundJunction,Ben is a marketing strategist based in the greater Tel Aviv area. He specializes in earned media for B2B SaaS companies.,Enthusiast,156,645
Blake Smart,https://www.semrush.com/user/161817089/,,https://www.linkedin.com/in/blake-smart/,,https://www.instagram.com/BlakingBad/,https://directiveconsulting.com/,Account Manager at Directive,"After becoming hooked on Season 1 of Mad Men, Blake Smart knew his career would take him to the world of marketing. Equipped with a degree in marketing along with an MBA from Cal Baptist University, Blake began his career at Directive in early 2018 as an SEO Specialist at the ripe age of 22.

Since then, Blake has learned the ins and outs of SEO and has taken his skill-set to account management. As an account manager, Blake is simultaneously guiding and executing strategies in order to get the best results possible, not just for his clients but for himself as well. Through successful communication, time management, and an assortment of “Dad Jokes,” Blake makes sure each client has a one-of-a-kind experience that exceeds their goals overall. 

Outside of work, you can find Blake running around Huntington Beach, trying new foods, and STILL talking about the Philadelphia Eagles miraculous 2017 Super Bowl run.",Pro,157,241
Himanshu Rauthan,https://www.semrush.com/user/171216145/,https://twitter.com//himanshurauthan/,https://www.linkedin.com/in//in/himanshurauthan//,https://www.facebook.com//himanshurauthanofficial//,https://www.instagram.com//himanshurauthan/,https://makewebbetter.com/,"Director and Co-Founder at MakeWebBetter, CedCommerce, BotMyWork, and MageNative","Himanshu Rauthan is an entrepreneur, Co-Founder at MakeWebBetter(https://makewebbetter.com/), CedCommerce, BotMyWork, MageNative, and the Director of CEDCOSS Technologies. He has worn many hats in his career - programmer, researcher, writer, and strategist. As a result, he has a unique ability to manage multi-disciplinary projects and to navigate complex challenges. He is passionate about building and scaling eCommerce development.",Pro,158,88
Brent Csutoras,https://www.semrush.com/user/148597601/,https://twitter.com/brentcsutoras/,https://www.linkedin.com/in/brentcsutoras/,https://www.facebook.com/brentcsutoras/,,http://www.brentcsutoras.com/,CMO at PeakActivity,"Chief Marketing Officer at PeakActivity and Managing Partner at Search Engine Journal. Brent has over 10 years experience in Social Media Marketing and SEO, and is an avid Futurist, focusing on the implications of future technology on society and societal growth.",Expert,159,372
Gaurav Kumar,https://www.semrush.com/user/145673537/,https://twitter.com/digitalmid/,https://www.linkedin.com/in/digitalmarketingconsultingin/,https://www.facebook.com/gauravkumaralwar/,,http://www.gauravkgupta.com,Outreach Expert,"Gaurav Kumar has been a blogger, digital marketer and an SEO expert at designhill.com Over the years, he has been helping small businesses and startups improve website design and SEO strategy, content marketing and user experience.You can engage with him on Twitter here @digitalmid .",Expert,160,0
Alana Rudder,https://www.semrush.com/user/175314865/,,https://www.linkedin.com/in/alana-rudder/,,,,Marketing Staff Writer at Fit Small Business,"Alana Rudder is a staff writer at Fit Small Business specializing in Marketing and Tech. Before joining the team, she built her career offering content strategy, marketing project management, and content writing services to Fortune 500 brands, including Adobe, and leading tech firms like Workfusion. She’s currently an MBA candidate at Excelsior College. Alana has also contributed her expertise to Business2Community and Towards Data Science.",Expert,161,0
M Aamir Mursleen,https://www.semrush.com/user/172458305/,,https://www.linkedin.com/in/aamirmursleen/,https://www.facebook.com/maamirmursleen/,,https://nafran.com,SEO Expert at Nafran,"M. Aamir Mursleen is the founder of Nafran.com. He is an SEO consultant, a content writer, and a Youtuber. He helps blog owners to find untapped opportunities to grow their blogs and loves reading and writing about SEO.",Pro,162,23
Tony Tomov,https://www.semrush.com/user/164145841/,,,https://www.facebook.com/tony.tomov/,,https://checkthem.com,CheckThem INC,"Tony Tomov works at CheckThem.com, a company for Online Background Checks and Public Records located in California. He's passionate about exploring online safety topics as well as methods of search for information online.",Expert,163,0
Evan Brown,https://www.semrush.com/user/146528289/,https://twitter.com/designmantic/,https://www.linkedin.com/in/designmantic/,https://www.facebook.com/DesignMantic/,,https://www.designmantic.com,Marketing Manager at DesignMantic,"Evan is an expert in digital marketing and has run several successful marketing campaigns. He has been working in the social media space since 2008, with a focus on design services, user interface planning, branding and others in the graphic design industry.",Expert,164,0
Olga Mykhoparkina,https://www.semrush.com/user/147362289/,https://twitter.com/olmykh/,https://www.linkedin.com/in/olga-mykhoparkina-00365a55/,https://www.facebook.com/olga.mykhoparkina/,,https://www.chanty.com/,CMO at Chanty,"Chief Marketing Officer at Chanty – a simple AI powered business messenger and a single notification center. Having a 9-year experience in digital marketing field, she's responsible for Chanty’s online presence strategy, managing an amazing team of marketing experts and getting things done to change the way teams communicate and collaborate.",Expert,165,0
Matt Osborn,https://www.semrush.com/user/146140145/,,https://www.linkedin.com/in/mattjosborn/,,,https://marketingcarpenter.com/,Director of Marketing at Apruve,"Matt Osborn is the Director of Marketing at Apruve, a Fintech company that is revolutionizing how businesses buy from each other. He is a gifted “dad joker” although he has not fathered any children and writes his own small business marketing blog, Marketing Carpenter.",Expert,166,0
Matthew Siddle,https://www.semrush.com/user/149297281/,,https://www.linkedin.com/in/matthewsiddle/,,,https://www.webprofits.com.au,Growth Lead and Acquisition Consultant at Web Profits,"Matt is a Growth Strategy Lead & Acquisition Consultant at Digital Growth Consultancy, Web Profits. He excels at rapidly implementing, testing and scaling marketing, growth tactics and business/sales improvements.",Pro,167,96
Gary Stevens,https://www.semrush.com/user/149204481/,,,,,,Front-End Developer at Freelancer,Gary Stevens is a front end developer. He's a full time blockchain geek and a volunteer working for the Ethereum foundation as well as an active Github contributor.,Pro,168,708
Ben Mulholland,https://www.semrush.com/user/146128049/,https://twitter.com/Ben__Mulholland/,,,,,Content Writer at Process Street,"Ben Mulholland is a Content Marketer at Process Street, and winds down with a casual article or two on SecretCave. Find him on Twitter here.",Expert,169,0
Anthony Kane,https://www.semrush.com/user/147160801/,https://twitter.com/anthony1seo/,https://www.linkedin.com/in/anthonykane/,https://www.facebook.com/anthony.kane.940/,,https://1seo.com,Sr. SEO Strategist at 1SEO.com Digital Agency,"As an SEO Strategist at 1SEO.com Digital Agency, he helps clients ensure their sites are performing and correctly optimized to increase online visibility. In his time away from the office, Anthony enjoys rooting for the “Big Philly Four” sports teams and learning about new technology.",Expert,170,990
Hugh Beaulac,https://www.semrush.com/user/149265473/,https://twitter.com/hughbeaulac/,,https://www.facebook.com/hugh.beaulac/,,https://mc2.bid4papers.com/,content manager at MC2 Bid4Papers,"Hey everybody! I'm a content manager behind MC2 blog who also contributes to websites as a guest author. Having 5+ years experience in social media marketing, I believe in the power of social media, so I often write about SMM and its role in SEO.",Pro,171,77
